user_id,sentence_id,brontekst,tokens,preconditions,number of preconditions,"ambiguious (1 = true, 0  false)",srl_tags,annotation_round,comments,timestamps,is_test_sentence,law,new_srl_tags
annotator_13,81-Wegenwet,"De verplichting om een weg te onderhouden of tot het onderhoud daarvan bij te dragen kan worden overgedragen bij een schriftelijke overeenkomst ,  goed te keuren door burgemeester en wethouders van de gemeente of het bestuur van het waterschap ,  dat volgens  of  heeft te zorgen ,  dat de weg in goeden staat verkeert ,  en gaat over op den dag volgende op dien ,  waarop de goedkeuring is verleend ,  of zooveel later als bij de overeenkomst is bepaald . ","['De', 'verplichting', 'om', 'een', 'weg', 'te', 'onderhouden', 'of', 'tot', 'het', 'onderhoud', 'daarvan', 'bij', 'te', 'dragen', 'kan', 'worden', 'overgedragen', 'bij', 'een', 'schriftelijke', 'overeenkomst', ',', 'goed', 'te', 'keuren', 'door', 'burgemeester', 'en', 'wethouders', 'van', 'de', 'gemeente', 'of', 'het', 'bestuur', 'van', 'het', 'waterschap', ',', 'dat', 'volgens', 'of', 'heeft', 'te', 'zorgen', ',', 'dat', 'de', 'weg', 'in', 'goeden', 'staat', 'verkeert', ',', 'en', 'gaat', 'over', 'op', 'den', 'dag', 'volgende', 'op', 'dien', ',', 'waarop', 'de', 'goedkeuring', 'is', 'verleend', ',', 'of', 'zooveel', 'later', 'als', 'bij', 'de', 'overeenkomst', 'is', 'bepaald', '.']",[],0.0,1.0,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Action', 'Action', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wegenwet,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Action', 'Action', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']"
annotator_10,387-Wet_op_de_jeugdzorg,"Bij algemene maatregel van bestuur kunnen nadere regels worden gesteld ter uitwerking van het criterium ,  als bedoeld in het derde lid . ","['Bij', 'algemene', 'maatregel', 'van', 'bestuur', 'kunnen', 'nadere', 'regels', 'worden', 'gesteld', 'ter', 'uitwerking', 'van', 'het', 'criterium', ',', 'als', 'bedoeld', 'in', 'het', 'derde', 'lid', '.']","['Bij', 'algemene', 'maatregel', 'van', 'bestuur']",1.0,1.0,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Action', 'Object', 'Object', 'Action', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', ',', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_op_de_jeugdzorg,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Action', 'Object', 'Object', 'Action', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', ',', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', '.']"
annotator_14,100-Wet basisregistratie_adressen_en_gebouwen,Bij ministerile regeling kunnen tarieven worden vastgesteld voor het verlenen van inzage in de landelijke voorziening en het verstrekken van de in de landelijke voorziening opgenomen gegevens . ,"['Bij', 'ministerile', 'regeling', 'kunnen', 'tarieven', 'worden', 'vastgesteld', 'voor', 'het', 'verlenen', 'van', 'inzage', 'in', 'de', 'landelijke', 'voorziening', 'en', 'het', 'verstrekken', 'van', 'de', 'in', 'de', 'landelijke', 'voorziening', 'opgenomen', 'gegevens', '.']","['Bij', 'ministerile', 'regeling']",1.0,1.0,"['Precondition', 'Precondition', 'Precondition', 'Action', 'Object', 'Action', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet basisregistratie_adressen_en_gebouwen,"['Precondition', 'Precondition', 'Precondition', 'Action', 'Object', 'Action', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', '.']"
annotator_14,647-Jeugdwet,Het college bepaalt in de beslissing als bedoeld in het eerste lid het tijdstip waarop de beslissing in werking treedt . ,"['Het', 'college', 'bepaalt', 'in', 'de', 'beslissing', 'als', 'bedoeld', 'in', 'het', 'eerste', 'lid', 'het', 'tijdstip', 'waarop', 'de', 'beslissing', 'in', 'werking', 'treedt', '.']",[],0.0,1.0,"['Actor', 'Actor', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Jeugdwet,"['Actor', 'Actor', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', '.']"
annotator_10,613-Wet_rechterlijke_organisatie,Een aanwijzing wordt gepubliceerd in de Staatscourant . ,"['Een', 'aanwijzing', 'wordt', 'gepubliceerd', 'in', 'de', 'Staatscourant', '.']",[],0.0,0.0,"['Object', 'Object', 'Action', 'Action', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_rechterlijke_organisatie,"['Object', 'Object', 'Action', 'Action', 'O', 'O', 'O', '.']"
annotator_10,637-Vreemdelingenwet_2000,De beschikking op de aanvraag tot het verlenen van de EU - verblijfsvergunning voor langdurig ingezetenen wordt bekendgemaakt uiterlijk zes maanden na ontvangst van de aanvraag . ,"['De', 'beschikking', 'op', 'de', 'aanvraag', 'tot', 'het', 'verlenen', 'van', 'de', 'EU', '-', 'verblijfsvergunning', 'voor', 'langdurig', 'ingezetenen', 'wordt', 'bekendgemaakt', 'uiterlijk', 'zes', 'maanden', 'na', 'ontvangst', 'van', 'de', 'aanvraag', '.']",[],0.0,1.0,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Vreemdelingenwet_2000,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']"
annotator_10,504-Wet_op_de_jeugdzorg,"Indien de commissie de klacht gegrond verklaart ,  vernietigt zij de bestreden beslissing geheel of gedeeltelijk . ","['Indien', 'de', 'commissie', 'de', 'klacht', 'gegrond', 'verklaart', ',', 'vernietigt', 'zij', 'de', 'bestreden', 'beslissing', 'geheel', 'of', 'gedeeltelijk', '.']","['Indien', 'de', 'commissie', 'de', 'klacht', 'gegrond', 'verklaart']",1.0,0.0,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'Action', 'Actor', 'Object', 'Object', 'Object', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_op_de_jeugdzorg,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'Action', 'Actor', 'Object', 'Object', 'Object', 'O', 'O', 'O', '.']"
annotator_14,539-Jeugdwet,De jeugdhulpverlener kan hiervan afwijken indien hij daartoe gegronde redenen aanwezig acht . ,"['De', 'jeugdhulpverlener', 'kan', 'hiervan', 'afwijken', 'indien', 'hij', 'daartoe', 'gegronde', 'redenen', 'aanwezig', 'acht', '.']","['indien', 'hij', 'daartoe', 'gegronde', 'redenen', 'aanwezig', 'acht']",1.0,0.0,"['Actor', 'Actor', 'Action', 'O', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Jeugdwet,"['Actor', 'Actor', 'Action', 'O', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']"
annotator_3,117-Wet_bodembescherming,"Daarbij worden in ieder geval het bedrag waarvoor en de termijn gedurende welke de zekerheid ten hoogste moet worden in stand gehouden ,  aangegeven ,  alsmede de voorwaarden waaraan moet worden voldaan alvorens de verplichting kan komen te vervallen . ","['Daarbij', 'worden', 'in', 'ieder', 'geval', 'het', 'bedrag', 'waarvoor', 'en', 'de', 'termijn', 'gedurende', 'welke', 'de', 'zekerheid', 'ten', 'hoogste', 'moet', 'worden', 'in', 'stand', 'gehouden', ',', 'aangegeven', ',', 'alsmede', 'de', 'voorwaarden', 'waaraan', 'moet', 'worden', 'voldaan', 'alvorens', 'de', 'verplichting', 'kan', 'komen', 'te', 'vervallen', '.']",[],0.0,0.0,"['O', 'Action', 'O', 'O', 'O', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', ',', 'Action', ',', 'O', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_bodembescherming,"['O', 'Action', 'O', 'O', 'O', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', ',', 'Action', ',', 'O', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'O', '.']"
annotator_3,670-Wet_rechterlijke_organisatie,"Indien het budget afwijkt van het geraamde budget ,  bedoeld in  ,  wijzigt de Raad de begroting . ","['Indien', 'het', 'budget', 'afwijkt', 'van', 'het', 'geraamde', 'budget', ',', 'bedoeld', 'in', ',', 'wijzigt', 'de', 'Raad', 'de', 'begroting', '.']","['Indien', 'het', 'budget', 'afwijkt', 'van', 'het', 'geraamde', 'budget', '', '', 'bedoeld', 'in']",1.0,0.0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', ',', 'O', 'Actor', 'O', 'Object', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_rechterlijke_organisatie,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', ',', 'O', 'Actor', 'O', 'Object', 'O', '.']"
annotator_3,188-Wet_op_de_lijkbezorging,De nabestaande draagt de zorg voor een asbus . ,"['De', 'nabestaande', 'draagt', 'de', 'zorg', 'voor', 'een', 'asbus', '.']",[],0.0,0.0,"['Actor', 'Actor', 'Action', 'Action', 'Action', 'Object', 'Object', 'Object', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_op_de_lijkbezorging,"['Actor', 'Actor', 'Action', 'Action', 'Action', 'Object', 'Object', 'Object', '.']"
annotator_9,1150-aanbestedingswet,"Een aanbestedende dienst stelt een dynamisch aankoopsysteem in met toepassing van de niet - openbare procedure ,  met uitzondering van de fase van inschrijving ,  en de bepalingen van deze afdeling . ","['Een', 'aanbestedende', 'dienst', 'stelt', 'een', 'dynamisch', 'aankoopsysteem', 'in', 'met', 'toepassing', 'van', 'de', 'niet', '-', 'openbare', 'procedure', ',', 'met', 'uitzondering', 'van', 'de', 'fase', 'van', 'inschrijving', ',', 'en', 'de', 'bepalingen', 'van', 'deze', 'afdeling', '.']",[],0.0,1.0,"['Actor', 'Actor', 'Actor', 'Action', 'Object', 'Object', 'Object', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,aanbestedingswet,"['Actor', 'Actor', 'Actor', 'Action', 'Object', 'Object', 'Object', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', '.']"
